ИД,Город,Население,Площадь,Есть аэропорт
561,Раменское,96355,59.460000,false
562,Реутов,87195,9.000000,false
563,Рошаль,21265,35.000000,false
564,Руза,13495,17.380000,false
565,Сергиев Посад,110878,50.000000,false
566,Серпухов,126496,32.000000,false
567,Солнечногорск,52996,21.000000,false
568,Старая Купавна,21859,10.620000,false
569,Ступино,66942,35.500000,false
570,Талдом,13819,46.200000,false
571,Фрязино,55449,9.000000,false
572,Химки,207125,109.790000,false
573,Хотьково,21612,11.000000,false
574,Черноголовка,20986,2.023000,false
575,Чехов,60677,23.400000,false
576,Шатура,32836,36.000000,false
577,Щелково,110380,28.000000,false
578,Электрогорск,22120,39.000000,false
579,Электросталь,155324,51.450000,false
580,Электроугли,20120,4.500000,false
581,Яхрома,13248,14.000000,false
582,Апатиты,59690,37.500000,true
583,Гаджиево,11089,135.000000,false
584,Заозерск,11206,118.000000,false
585,Заполярный,15835,0.000000,false
586,Кандалакша,35659,0.000000,false
587,Кировск,28659,84.900000,false
588,Ковдор,18836,8.000000,false
589,Кола,10447,10.000000,false
590,Мончегорск,45381,0.000000,false
591,Мурманск,307664,154.400000,true
592,Оленегорск,23079,1870.000000,false
593,Островной,2177,76.000000,false
594,Полярные Зори,15106,940.000000,false
595,Полярный,17304,358.050000,false
596,Североморск,50076,60.000000,false
597,Снежногорск,12698,23.100000,false
598,Нарьян-Мар,21296,24.000000,true
599,Арзамас,106367,42.000000,false
600,Балахна,51526,48.000000,false
601,Богородск,25497,39.200000,false
602,Бор,78079,147.000000,true
603,Ветлуга,8956,18.200000,false
604,Володарск,9924,24.970000,false
605,Ворсма,11622,22.800000,false
606,Выкса,56196,35.650000,false
607,Горбатов,2278,176.708000,false
608,Городец,30699,124.000000,false
609,Дзержинск,240762,421.000000,false
610,Заволжье,40265,20.100000,false
611,Княгинино,6708,10.900000,false
612,Кстово,66641,18.000000,false
613,Кулебаки,35762,938.900000,false
614,Лукоянов,14949,57.300000,false
615,Лысково,21882,2.330000,false
616,Навашино,16413,13.000000,false
617,Нижний Новгород,1250615,410.600000,true
618,Павлово,60699,39.000000,false
619,Первомайск,14567,1227.000000,false
620,Перевоз,9201,74.190000,false
621,Саров,92073,232.000000,false
622,Семенов,24472,14.000000,false
623,Сергач,21387,20.000000,false
624,Урень,12311,100.000000,false
625,Чкаловск,12371,7.000000,false
626,Шахунья,21337,2.590000,false
627,Боровичи,54731,45.410000,false
628,Валдай,16099,28.400000,false
629,Великий Новгород,218724,90.080000,false
630,Малая Вишера,12461,29.000000,false
631,Окуловка,12464,27.400000,false
632,Пестово,15911,15.100000,false
633,Сольцы,10317,10.150000,false
634,Старая Русса,32235,18.540000,false
635,Холм,3829,9.000000,false
636,Чудово,16148,14.000000,false
637,Барабинск,30250,70.000000,false
638,Бердск,98809,70.000000,false
639,Болотное,16969,59.000000,false
640,Искитим,60072,30.000000,false
641,Карасук,28929,35.800000,false
642,Каргат,10620,69.000000,false
643,Куйбышев,47278,109.000000,false
644,Купино,15448,32.000000,false
645,Новосибирск,1498921,505.600000,true
646,Обь,26137,21.900000,false
647,Татарск,26114,80.000000,false
648,Тогучин,21531,81.000000,false
649,Черепаново,19346,20.000000,false
650,Чулым,11964,203.000000,false
651,Исилькуль,25905,139.000000,false
652,Калачинск,24000,24.000000,false
653,Называевск,12119,68.700000,false
654,Омск,1154000,572.900000,true
655,Тара,26664,118.000000,false
656,Тюкалинск,12050,44.600000,false
657,Абдулино,20663,47.000000,false
658,Бугуруслан,52249,76.000000,true
659,Бузулук,82816,54.000000,false
660,Гай,38302,62.100000,false
661,Кувандык,26176,42.060000,false
662,Медногорск,27253,91.330000,false
663,Новотроицк,97914,305.000000,false
664,Оренбург,570329,259.000000,true
665,Орск,238006,621.330000,true
666,Соль-Илецк,26308,185.000000,false
667,Сорочинск,30136,56.000000,false
668,Ясный,16082,67.000000,false
669,Болхов,11421,11.870000,false
670,Дмитровск,5956,6.000000,false
671,Ливны,50430,32.100000,false
672,Малоархангельск,3872,3.440000,false
673,Мценск,43216,20.810000,false
674,Новосиль,3799,5.000000,false
675,Орёл,317854,121.000000,true
676,Белинский,8567,8.000000,false
677,Городище,8102,9.390000,false
678,Заречный,63579,29.300000,false
679,Каменка,39579,31.800000,false
680,Кузнецк,88886,23.000000,false
681,Нижний Ломов,22678,12.000000,false
682,Никольск,22471,12.700000,false
683,Пенза,519592,290.377000,true
684,Сердобск,35393,28.420000,false
685,Спасск,7442,5.740000,false
686,Сурск,7032,5.000000,false
687,Александровск,15022,331.000000,false
688,Березники,156350,66.000000,false
689,Верещагино,22760,97.021000,false
690,Горнозаводск,12334,7.100000,false
691,Гремячинск,11005,65.000000,false
692,Губаха,27544,42.900000,false
693,Добрянка,35720,498.240000,false
694,Кизел,20277,75.810000,false
695,Красновишерск,17129,24.000000,false
696,Краснокамск,52632,95.800000,false
697,Кудымкар,30711,25.000000,false
698,Кунгур,67857,68.700000,false
699,Лысьва,67712,26.430000,false
700,Нытва,19041,25.300000,false
701,Оса,22420,105.700000,false
702,Оханск,7597,0.000000,false
703,Очер,15003,39.000000,false
704,Пермь,1000679,799.680000,true
705,Соликамск,97239,167.000000,false
706,Усолье,5694,16.000000,false
707,Чайковский,82933,31.000000,false
708,Чердынь,4920,15.000000,false
709,Чермоз,4017,7.200000,false
710,Чернушка,33275,29.100000,false
711,Чусовой,46740,95.000000,false
712,Арсеньев,56742,39.400000,false
713,Артем,102636,506.000000,false
714,Большой Камень,39257,119.800000,false
715,Владивосток,592069,331.160000,true
716,Дальнегорск,37503,31.000000,false
717,Дальнереченск,27601,111.000000,false
718,Лесозаводск,36975,71.000000,false
719,Находка,159695,325.900000,false
720,Партизанск,38648,126.000000,false
721,Спасск-Дальний,44166,49.000000,false
722,Уссурийск,157946,173.000000,false
723,Фокино,23683,16.000000,false
724,Великие Луки,98778,60.000000,true
725,Гдов,4379,5.000000,false
726,Дно,9061,13.800000,false
727,Невель,16324,23.000000,false
728,Новоржев,3695,8.000000,false
729,Новосокольники,8119,16.100000,false
730,Опочка,11601,23.910000,false
731,Остров,21670,2435.560000,false
732,Печоры,12308,21.000000,false
733,Порхов,10608,53.254000,false
734,Псков,203974,96.000000,true
735,Пустошка,4619,11.000000,false
736,Пыталово,5826,0.000000,false
737,Себеж,6375,8.000000,false
738,Азов,82882,66.000000,false
739,Аксай,41984,67.500000,false
740,Батайск,112400,77.680000,false
741,Белая Калитва,43688,16.495000,false
742,Волгодонск,170621,1823.000000,false
743,Гуково,67268,40.000000,false
744,Донецк,50085,358.000000,false
745,Зверево,22416,31.000000,false
746,Зерноград,26850,12.360000,false
747,Каменск-Шахтинский,95306,160.000000,false
748,Константиновск,17926,298.000000,false
749,Красный Сулин,40866,93.600000,false
750,Миллерово,36493,51.000000,false
751,Морозовск,27644,26.000000,false
752,Новочеркасск,169039,128.000000,false
753,Новошахтинск,111087,147.000000,false
754,Пролетарск,20267,14.000000,false
755,Ростов-на-Дону,1091544,348.500000,true
756,Сальск,61312,43.883000,false
757,Семикаракорск,23884,140.000000,false
758,Таганрог,257692,95.000000,true
759,Цимлянск,15029,26.300000,true
760,Шахты,240152,158.200000,false
761,Касимов,33494,20.000000,false
762,Кораблино,12657,82.403000,false
763,Михайлов,11783,8.000000,false
764,Новомичуринск,19309,26.000000,false
765,Рыбное,18378,15.360000,false
766,Ряжск,21676,21.000000,false
767,Рязань,525062,224.000000,true
768,Сасово,28117,23.790000,false
769,Скопин,30374,30.900000,false
770,Спас-Клепики,5917,6.000000,false
771,Спасск-Рязанский,7745,39.600000,false
772,Шацк,6562,0.000000,false
773,Жигулевск,57565,69.000000,false
774,Кинель,34472,37.000000,false
775,Нефтегорск,18732,6.000000,false
776,Новокуйбышевск,108449,86.000000,false
777,Октябрьск,27244,21.800000,false
778,Отрадный,47709,54.000000,false
779,Похвистнево,28181,65.000000,false
780,Самара,1164900,541.000000,true
781,Сызрань,178773,117.000000,false
782,Тольятти,719484,314.780000,true
783,Чапаевск,72689,187.500000,false
784,Санкт-Петербург,4848742,1439.000000,true
785,Аркадак,12846,16.000000,false
786,Аткарск,25620,10.540000,false
787,Балаково,199576,79.000000,false
788,Балашов,82222,72.900000,false
789,Вольск,66520,148.000000,false
790,Ершов,21447,21.000000,false
791,Калининск,16442,24.000000,false
792,Красноармейск,24362,156.000000,false
793,Красный Кут,14420,8.000000,true
794,Маркс,31535,16.000000,false
795,Новоузенск,17015,43.000000,false
796,Петровск,31158,27.300000,false
797,Пугачев,41705,79.000000,false
798,Ртищево,41295,32.000000,false
799,Саратов,836900,394.000000,true
800,Хвалынск,13199,46.000000,false
801,Шиханы,6067,9.840000,false
802,Энгельс,202838,121.060000,false
803,Александровск-Сахалинский,10613,22.000000,false
804,Анива,8449,8.000000,false
805,Долинск,12200,11.000000,false
806,Корсаков,33526,26.000000,false
807,Курильск,2070,1.000000,true
808,Макаров,6788,0.000000,false
809,Невельск,11682,9.000000,false
810,Оха,23007,44.000000,true
811,Поронайск,16461,55.000000,false
812,Северо-Курильск,2381,155.000000,false
813,Томари,4537,0.000000,false
814,Углегорск,11880,0.000000,false
815,Холмск,30936,32.000000,false
816,Южно-Сахалинск,181727,164.660000,true
817,Алапаевск,38198,25.000000,false
818,Арамиль,14227,21.820000,false
819,Артемовский,32878,47.000000,false
820,Асбест,70067,767.000000,false
821,Березовский,51583,0.000000,false
822,Богданович,31752,1497.000000,false
823,Верхний Тагил,11843,15.000000,false
824,Верхняя Пышма,58707,60.000000,false
825,Верхняя Салда,46240,72.000000,false
826,Верхняя Тура,9468,236.000000,false
827,Верхотурье,8815,189.334000,false
828,Волчанск,10008,63.000000,false
829,Дегтярск,15521,19.000000,false
830,Екатеринбург,1377738,468.000000,true
831,Заречный,26803,29.300000,false
832,Ивдель,17764,50.000000,false
833,Ирбит,38352,64.000000,false
834,Каменск-Уральский,174710,144.080000,false
835,Камышлов,26875,52.000000,false
836,Карпинск,29118,83.000000,false
837,Качканар,42563,317.000000,false
838,Кировград,21959,10.000000,false
839,Краснотурьинск,59701,309.500000,false
840,Красноуральск,24973,89.000000,false
841,Красноуфимск,80457,47.000000,false
842,Кушва,33027,50.000000,false
843,Лесной,52464,359.000000,false
844,Михайловск,9215,21.000000,false
845,Невьянск,25147,17.000000,false
846,Нижние Серги,11217,499.000000,false
847,Нижний Тагил,361883,298.000000,false
848,Нижняя Салда,17969,590.000000,false
849,Нижняя Тура,21596,42.000000,false
850,Новая Ляля,12400,20.000000,false
851,Новоуральск,91813,100.000000,false
852,Первоуральск,149800,66.000000,false
853,Полевской,64316,57.000000,false
854,Ревда,61713,111.000000,false
855,Реж,38709,198.000000,false
856,Североуральск,29279,80.000000,false
857,Серов,99381,418.000000,false
858,Среднеуральск,20357,83.800000,false
859,Сухой Лог,34836,30.000000,false
860,Сысерть,20594,20.000000,false
861,Тавда,35421,148.000000,false
862,Талица,18339,64.000000,false
863,Туринск,17990,28.000000,false
864,Инкерман,11526,2.000000,false
865,Севастополь,344479,863.600000,false
866,Алагир,20949,23.000000,false
867,Ардон,18774,29.100000,false
868,Беслан,36724,24.000000,false
869,Владикавказ,311635,291.000000,true
870,Дигора,10856,9.190000,false
871,Моздок,38748,17.000000,false
872,Велиж,7620,32.000000,false
873,Вязьма,57103,44.000000,false
874,Гагарин,31721,14.460000,false
875,Демидов,7333,33.000000,false
876,Десногорск,29677,42.900000,false
877,Дорогобуж,10720,10.000000,false
878,Духовщина,4370,11.000000,false
879,Ельня,10095,15.000000,false
880,Починок,8776,7.000000,false
881,Рославль,54898,43.000000,false
882,Рудня,10029,17.000000,false
883,Сафоново,46116,29.600000,false
884,Смоленск,326863,166.350000,true
885,Сычевка,8111,8.000000,false
886,Ярцево,47853,32.000000,false
887,Благодарный,32736,24.000000,false
888,Буденновск,64628,62.100000,false
889,Георгиевск,72126,25.000000,false
890,Ессентуки,100969,50.000000,false
891,Железноводск,24496,44.000000,false
892,Зеленокумск,35790,24.000000,false
893,Изобильный,40546,28.000000,false
894,Ипатово,26055,16.000000,false
895,Кисловодск,128502,72.000000,false
896,Лермонтов,22540,31.000000,false
897,Минеральные Воды,76715,49.000000,true
898,Михайловск,71018,21.000000,false
899,Невинномысск,118351,80.000000,false
900,Нефтекумск,27700,20.000000,false
901,Новоалександровск,26759,21.000000,false
902,Новопавловск,26556,19.000000,false
903,Пятигорск,142397,97.000000,false
904,Светлоград,38520,41.000000,false
905,Ставрополь,398266,277.000000,true
906,Жердевка,15211,17.000000,false
907,Кирсанов,17240,10.900000,false
908,Котовск,31851,17.300000,false
909,Мичуринск,98758,78.000000,false
910,Моршанск,41550,18.520000,false
911,Рассказово,45484,36.120000,false
912,Тамбов,280457,90.890000,true
913,Уварово,26829,23.000000,false
914,Агрыз,19299,8.600000,false
915,Азнакаево,34859,15.000000,false
916,Альметьевск,146309,114.980000,false
917,Арск,18114,29.000000,false
918,Бавлы,22109,18.500000,false
919,Болгар,8650,116.000000,false
920,Бугульма,89144,27.870000,true
921,Буинск,20342,7.000000,false
922,Елабуга,70750,41.000000,false
923,Заинск,41798,59.000000,false
924,Зеленодольск,97651,38.000000,false
925,Иннополис,3955,2.200000,false
926,Казань,1216965,425.300000,true
927,Лаишево,7735,0.000000,false
928,Лениногорск,64145,31.000000,false
929,Мамадыш,14432,15.000000,false
930,Менделеевск,22075,30.650000,false
931,Мензелинск,16474,7.400000,false
932,Набережные Челны,513242,171.000000,false
933,Нижнекамск,234108,63.500000,true
934,Нурлат,32600,15.000000,false
935,Тетюши,11596,9.000000,false
936,Чистополь,60703,19.240000,false
937,Андреаполь,8265,13.000000,false
938,Бежецк,24517,17.000000,false
939,Белый,3771,18.000000,false
940,Бологое,23499,120.000000,false
941,Весьегонск,7330,0.000000,false
942,Вышний Волочек,52326,54.000000,false
943,Западная Двина,9376,0.000000,false
944,Зубцов,6937,97.000000,false
945,Калязин,13870,0.000000,false
946,Кашин,16174,11.000000,false
947,Кимры,49623,44.000000,false
948,Конаково,41303,39.030000,false
949,Красный Холм,5608,13.935000,false
950,Кувшиново,10008,18.000000,false
951,Лихославль,12259,16.000000,false
952,Нелидово,22886,20.500000,false
953,Осташков,18073,0.000000,false
954,Ржев,62026,56.000000,false
955,Старица,8610,7.650000,false
956,Тверь,403726,152.220000,true
957,Торжок,47702,59.000000,false
958,Торопец,13018,11.826000,false
959,Удомля,31048,9.000000,false
960,Асино,25614,90.000000,false
961,Кедровый,2451,250.100000,false
962,Колпашево,24126,266.000000,false
963,Северск,108466,18.000000,false
964,Стрежевой,42216,212.000000,false
965,Томск,522940,294.600000,true
966,Алексин,61738,43.000000,false
967,Белев,13918,8.580000,false
968,Богородицк,31897,26.900000,false
969,Болохово,9619,8.738000,false
970,Венев,15220,9.360000,false
971,Донской,64561,47.600000,false
972,Ефремов,42350,21.800000,false
973,Кимовск,28493,17.280000,false
974,Киреевск,25585,11.500000,false
975,Липки,8741,3.320000,false
976,Новомосковск,131227,92.800000,false
977,Плавск,16248,8.640000,false
978,Советск,7537,44.400000,false
979,Суворов,18975,25.640000,false
980,Тула,501129,146.000000,false
981,Узловая,55282,33.000000,false
982,Чекалин,994,5.420000,false
983,Щекино,58154,15.000000,false
984,Ясногорск,16804,11.800000,false
985,Ак-Довурак,13469,49.000000,false
986,Кызыл,109906,97.410000,true
987,Туран,4988,92.000000,false
988,Чадан,9037,104.000000,false
989,Шагонар,10958,59.000000,false
990,Заводоуковск,25657,21.000000,false
991,Ишим,69567,46.000000,false
992,Тобольск,99698,222.000000,true
993,Тюмень,828600,698.480000,true
994,Ялуторовск,36494,51.910000,false
995,Воткинск,100034,113.000000,false
996,Глазов,95835,69.000000,false
997,Ижевск,628117,315.150000,true
998,Камбарка,11028,26.473000,false
999,Можга,47959,31.000000,false
1000,Сарапул,101390,88.000000,false
1001,Барыш,17149,14.000000,false
1002,Димитровград,122549,103.000000,false
1003,Инза,18547,22.000000,false
1004,Новоульяновск,16032,15.600000,false
1005,Сенгилей,6959,6.000000,false
1006,Ульяновск,613793,316.900000,true
1007,Амурск,42977,145.000000,false
1008,Бикин,17156,85.700000,false
1009,Вяземский,14556,44.000000,false
1010,Комсомольск-на-Амуре,263906,325.100000,true
1011,Николаевск-на-Амуре,22773,17.000000,false
1012,Советская Гавань,27712,69.000000,true
1013,Хабаровск,577668,383.000000,true
1014,Абаза,17111,81.500000,false
1015,Абакан,165183,112.380000,false
1016,Саяногорск,49889,19.000000,false
1017,Сорск,12140,70.000000,false
1018,Черногорск,72117,117.000000,false
1019,Белоярский,20283,70.000000,false
1020,Когалым,58192,153.500000,true
1021,Лангепас,41675,59.500000,false
1022,Лянтор,38922,63.070000,false
1023,Мегион,49471,50.500000,false
1024,Нефтеюганск,123276,154.000000,false
1025,Нижневартовск,251860,271.319000,true
1026,Нягань,54903,814.000000,true
1027,Покачи,17053,21.840000,false
1028,Пыть-Ях,41453,80.400000,false
1029,Радужный,43394,169.000000,true
1030,Советский,26434,388.900000,false
1031,Сургут,306703,353.970000,true
1032,Урай,39435,54.300000,false
1033,Ханты-Мансийск,79410,337.760400,true
1034,Югорск,34066,152.180000,false
1035,Аша,31916,32.400000,false
1036,Бакал,20953,50.000000,false
1037,Верхнеуральск,9459,50.000000,false
1038,Верхний Уфалей,30504,65.000000,false
1039,Еманжелинск,30218,129.900000,false
1040,Златоуст,174985,118.000000,false
1041,Карабаш,13151,48.000000,false
1042,Карталы,29136,86.130000,false
1043,Касли,16998,39.760000,false
1044,Катав-Ивановск,17640,24.700000,false
1045,Копейск,137604,236.710000,false
1046,Коркино,38950,109.000000,false
1047,Куса,18792,15.000000,false
1048,Кыштым,38950,45.670000,false
1049,Магнитогорск,408401,392.350000,true
1050,Миасс,151812,112.000000,false
1051,Миньяр,10195,132.000000,false
1052,Нязепетровск,12452,27.000000,false
1053,Озерск,82268,657.000000,false
1054,Пласт,17344,87.600000,false
1055,Сатка,45465,46.200000,false
1056,Сим,14465,33.000000,false
1057,Снежинск,48896,357.000000,false
1058,Трехгорный,33678,162.490000,false
1059,Троицк,78637,16.300000,false
1060,Усть-Катав,23586,27.450000,false
1061,Чебаркуль,43405,71.130000,false
1062,Челябинск,1130273,500.900000,true
1063,Южноуральск,37890,109.000000,false
1064,Юрюзань,12568,18.780000,false
1065,Аргун,29528,28.100000,false
1066,Грозный,271596,324.160000,true
1067,Гудермес,45643,92.000000,false
1068,Урус-Мартан,49071,30.000000,false
1069,Шали,47715,27.020000,false
1070,Алатырь,38202,41.700000,false
1071,Канаш,45608,18.500000,false
1072,Козловка,10355,50.800000,false
1073,Мариинский Посад,10186,9.000000,false
1074,Новочебоксарск,124094,51.000000,false
1075,Цивильск,13478,7.000000,false
1076,Чебоксары,447929,233.000000,true
1077,Шумерля,33412,13.300000,false
1078,Ядрин,9614,55.000000,false
1079,Анадырь,13053,53.000000,true
1080,Билибино,5504,18.000000,true
1081,Певек,4161,60.320000,true
1082,Алдан,21277,33.000000,true
1083,Верхоянск,1311,25.000000,false
1084,Вилюйск,10233,18.000000,false
1085,Ленск,24955,49.000000,false
1086,Мирный,37179,15.000000,true
1087,Нерюнгри,61746,98.900000,true
1088,Нюрба,10156,19.000000,false
1089,Олекминск,9487,12.000000,false
1090,Покровск,9495,320.000000,false
1091,Среднеколымск,3525,20.000000,false
1092,Томмот,8054,26.000000,false
1093,Удачный,12611,2.000000,true
1094,Якутск,269486,122.000000,true
1095,Губкинский,23340,73.000000,false
1096,Лабытнанги,26948,22.000000,false
1097,Муравленко,33401,91.000000,false
1098,Надым,46550,307.000000,true
1099,Новый Уренгой,104144,111.000000,true
1100,Ноябрьск,110572,38.840000,true
1101,Салехард,42494,19.000000,true
1102,Тарко-Сале,20372,72.200000,false
1103,Гаврилов-Ям,17792,11.000000,false
1104,Данилов,15861,12.000000,false
1105,Любим,5553,7.000000,false
1106,Мышкин,5932,5.000000,false
1107,Переславль-Залесский,41923,23.000000,false
1108,Пошехонье,6085,7.840000,false
1109,Ростов,31791,31.000000,false
1110,Рыбинск,200771,101.420000,true
1111,Тутаев,41001,25.500000,false
1112,Углич,34505,27.000000,false
1113,Ярославль,591486,205.800000,true
